"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003.14",87.5698952786583,0,1.6694078734336,0,1,1
"ENSG00000000419.12",1056.98464815187,0.221907696044837,0.0927954653167554,2.39136357889213,0.016785920854747,0.0366156442398582
"ENSG00000000457.13",273.982873270762,0.0909949948265528,0.124635286743153,0.730090147055016,0.465335083593022,0.635631996471946
"ENSG00000000460.16",346.250376546357,0.125576841466494,0.105690825903116,1.18815271234238,0.234773250040277,0.368675236658902
"ENSG00000000938.12",12.1019313207577,1.54035916604064,0.604822382907699,2.54679590169155,0.0108716997428286,0.0247085107657499
"ENSG00000000971.15",110.641589866157,11.0926486309992,1.18385980854349,9.36990051604718,7.26009254720899e-21,7.82892454059856e-20
"ENSG00000001036.13",405.457362045025,-4.73285854066132,0.524016081674291,-9.03189559667576,1.68723354927197e-19,1.69541501113029e-18
"ENSG00000001084.10",1042.81443365051,-0.100123768855613,0.0655652112543302,-1.5270868032016,0.126739428038824,0.219451227833897
"ENSG00000001167.14",523.647126608518,0.0614977814378607,0.104017591982599,0.591224813665639,0.554369798922414,0.731061235704494
"ENSG00000001460.17",148.792879317544,-0.264458806780955,0.15221707387388,-1.73737938885931,0.0823202268775184,0.152106839131188
"ENSG00000001461.16",1002.60488445422,-1.02659832465316,0.0805153056598547,-12.7503499643923,3.1034889908241e-37,6.83763682772739e-36
"ENSG00000001497.16",1115.99574910219,-0.74704577149509,0.0844160305847895,-8.8495723658167,8.78552808779539e-19,8.46045199370949e-18
"ENSG00000001561.6",607.366250053538,0.480416996011483,0.0711477298286479,6.75238685996754,1.45432465154587e-11,8.74505756798705e-11
"ENSG00000001617.11",396.885625503991,2.06804255445884,0.268120531322239,7.71310777380705,1.22790310364583e-14,9.08152174231794e-14
"ENSG00000001626.14",75.8102357980559,6.47220837912813,0.513646339589631,12.6005149463325,2.09770476355021e-36,4.46927088614393e-35
"ENSG00000001629.9",1120.1035066922,-0.0475178689656168,0.0741404072620917,-0.64091729085919,0.521576421197457,0.696386315829282
"ENSG00000001630.15",166.786015211403,0.336090918509129,0.199033822323129,1.68861208907242,0.0912937924318074,0.166337047491463
"ENSG00000001631.15",675.186204079851,-0.892735411785413,0.119150444780872,-7.49250591071844,6.75708853429541e-14,4.77101275295188e-13
"ENSG00000002016.17",196.062447998496,-0.246669556107654,0.136149048071772,-1.81176115148173,0.0700231101973412,0.131847045996468
"ENSG00000002079.14",0.490961974018842,0.954679096983137,2.70989115661861,0.352294258996875,0.724617593183006,NA
"ENSG00000002330.13",307.004178524671,0.57665560315796,0.160647936652736,3.58956121798493,0.000331235038931192,0.000969087488700394
"ENSG00000002549.12",1187.93627893774,0.339785858661155,0.0896475274795668,3.79024238832021,0.00015050034896644,0.000459662217101894
"ENSG00000002587.9",2.81070638653503,0,1.75374064873654,0,1,1
"ENSG00000002726.20",4.16044422448287,-5.31203056836542,1.29904763916181,-4.08917302816771,4.3291384125822e-05,0.000141214514955124
"ENSG00000002746.14",22.855121338848,-0.354939680020328,0.323558582537233,-1.09698737470357,0.27264691119331,0.414461041610536
"ENSG00000002822.15",436.638945086707,0.112250645085512,0.0965475692149589,1.16264599925443,0.244973159492867,0.380880550780033
"ENSG00000002834.17",3821.76769949818,-1.14808188027631,0.0530527383839681,-21.6403887009015,7.48694821643317e-104,9.34422184785062e-102
"ENSG00000002919.14",451.266086547654,-1.20996596489159,0.108904011715296,-11.1103892853347,1.1167161673944e-28,1.74341061357395e-27
"ENSG00000003056.7",2046.83485639315,0.884684568308777,0.0512653940185454,17.2569544279468,9.92072892631454e-67,5.31509101452256e-65
"ENSG00000003096.14",11.9998035018608,0,1.6859860482317,0,1,1
"ENSG00000003137.8",46.4093576972095,0.993377112668028,1.25798760147762,0.789655725939762,0.429728854320962,0.596375032474997
"ENSG00000003147.17",474.582565327396,1.5366159506425,0.226234781127534,6.79212958760871,1.10490229220231e-11,6.71191475401439e-11
"ENSG00000003249.13",493.488131973652,-0.968921419994233,1.66664976024611,-0.581358749213845,0.560998693067714,0.737698393228648
"ENSG00000003393.14",348.137383552472,-0.108013861668932,0.114646324766199,-0.942148489183646,0.346116622011651,0.500381579512171
"ENSG00000003400.14",135.874195718423,0.359372536321947,0.140173204807628,2.5637748442375,0.0103540687716039,0.0236618263251197
"ENSG00000003402.19",393.318075965049,0.413232358595987,0.0875266375228834,4.72121825184875,2.34436211218678e-06,8.78026567029748e-06
"ENSG00000003436.15",102.791411198368,5.77067920602533,0.602033060116519,9.5853194588823,9.21719575880603e-22,1.03934764906537e-20
"ENSG00000003509.15",274.996640705475,-0.442331155278619,0.130012459332505,-3.4022212759422,0.000668404957795637,0.00186891335322543
"ENSG00000003756.16",623.76713175725,-0.490487728555392,0.0888821516249932,-5.51840520946017,3.42089910058743e-08,1.53730502543992e-07
"ENSG00000003987.13",35.691081937289,0,1.67288353523973,0,1,1
"ENSG00000003989.17",5811.23787991253,-1.86378163070876,1.55995386283479,-1.19476714992188,0.232178018338445,0.365409640382767
"ENSG00000004059.10",1098.58718109804,0.0969858154071861,0.0769985116847333,1.25958039038845,0.207820773208207,0.333454426902226
"ENSG00000004139.13",331.57978292425,1.30923995462083,0.0958837271100165,13.654454140259,1.89907018088393e-42,5.05636067797532e-41
"ENSG00000004142.11",1730.11181736545,-0.0936371126101282,0.0626379694817409,-1.4948938061829,0.134942159016758,0.231696932551139
"ENSG00000004399.12",785.692827753129,1.77242895463015,0.137281893073645,12.9108720381597,3.90849472838009e-38,8.91526429943896e-37
"ENSG00000004455.16",3637.29526258395,0.224236552843043,0.0509798616775775,4.39853199801185,1.0898556001692e-05,3.81936313230961e-05
"ENSG00000004468.12",318.497991332278,9.75247612748293,0.731057710362606,13.3402274392889,1.35046888902874e-40,3.39409606595026e-39
"ENSG00000004478.7",3962.70325155583,0.214067241925915,0.0535389618527305,3.99834502795832,6.37869234755041e-05,0.000203921344937116
"ENSG00000004487.15",2228.49298479007,0.139209588026218,0.0486475176023799,2.8615969506203,0.00421512563249334,0.0104079866955203
"ENSG00000004534.14",819.396593788191,-0.0789555675990612,0.0952732904624745,-0.828727203771341,0.407258788650218,0.57038042281884
"ENSG00000004660.14",122.797981147809,1.11589584223931,0.182716145195553,6.10726458269478,1.01353147103094e-09,5.24581345256026e-09
"ENSG00000004700.15",687.433642586887,1.18982220938089,0.0744122815381368,15.9895945237359,1.51010691870941e-57,5.95529776954595e-56
"ENSG00000004766.15",544.360558807036,0.406649556540784,0.0753261767097601,5.39851581884541,6.71944443186724e-08,2.93263096344915e-07
"ENSG00000004776.12",0.708726045773488,-0.874366253883043,1.99418579833325,-0.438457767883936,0.661054478041356,NA
"ENSG00000004777.18",71.0472156217154,0.955488945389778,0.290264500837626,3.29178712047974,0.00099552937591501,0.00271784716273292
"ENSG00000004779.9",901.133486348627,0.430904360089866,0.0686560893508556,6.27627300308062,3.46785062514221e-10,1.87069761374936e-09
"ENSG00000004799.7",12.7995628186563,0,1.69024894541142,0,1,1
"ENSG00000004838.13",18.1954836107666,-1.25035197048952,0.568185078670162,-2.20060683996835,0.0277638689553632,0.0576809936133083
"ENSG00000004848.7",4.11936513237353,-3.07450223302632,1.3329807403069,-2.30648661309125,0.0210834572949849,0.0450067272052128
"ENSG00000004864.13",567.125232893511,0.120905336868465,0.110702115517998,1.09216825986319,0.274759150797004,0.417008188102465
"ENSG00000004866.20",502.48554729341,0.777465742111476,0.0739522243817759,10.5130812306312,7.51958236342342e-26,1.03493199370275e-24
"ENSG00000004897.11",2064.03979507139,-0.29104975226799,0.0472937313357253,-6.15408731871688,7.55110743687648e-10,3.94547159748879e-09
"ENSG00000004939.13",0.892121278298581,1.89802181551735,1.67819298941517,1.1309913862641,0.258058716927898,0.39667724115033
"ENSG00000004948.13",348.992658343143,0,1.66673740581016,0,1,1
"ENSG00000004961.14",458.371685129963,0.575658606956761,0.0933839904732272,6.16442501588963,7.07397079575346e-10,3.71028754774405e-09
"ENSG00000004975.11",954.791342772665,0.486726103596277,0.0753979650863183,6.45542758400782,1.07913774255226e-10,6.04548320655521e-10
"ENSG00000005001.9",82.2079802119241,1.57858750967665,0.839737623904765,1.87985802319567,0.0601274301164293,0.115199226335585
"ENSG00000005007.12",1589.25798158784,-0.389366730359459,0.0714552674750401,-5.44909765393388,5.06260120880696e-08,2.2406830173817e-07
"ENSG00000005020.12",915.659765128531,0.918131704839868,0.0741756192051896,12.3778097800582,3.44619365893942e-35,7.00269101871076e-34
"ENSG00000005022.5",5372.89689207459,0.143660036206423,0.0836785690548818,1.71680799312189,0.0860142600237092,0.157936072530368
"ENSG00000005059.15",314.543207672153,-0.0993253396747764,0.107729968851392,-0.921984297719335,0.356536766203858,0.512276727265434
"ENSG00000005073.5",32.7307728251487,-1.83063422428518,0.280958864569688,-6.5156663666368,7.23676645768537e-11,4.10438450837895e-10
"ENSG00000005075.15",524.886037468685,0.709162189929562,0.111432293621141,6.36406347643391,1.96484875758901e-10,1.08115901325652e-09
"ENSG00000005100.12",898.553276865949,-0.184488000225513,0.103681660135986,-1.7793696588533,0.075179177412625,0.140388150220668
"ENSG00000005108.15",28.6543494291441,6.24374290001602,0.759424849644795,8.22167315559453,2.0068349020171e-16,1.65971895548598e-15
"ENSG00000005156.11",744.587942609807,-1.08161019670481,0.0785815753946954,-13.7641704340001,4.18662299454186e-43,1.13675353149699e-41
"ENSG00000005175.9",1177.56955491625,0.59404503569908,0.0802915003534847,7.39860424931388,1.37623328206216e-13,9.52736850733611e-13
"ENSG00000005187.11",104.588296863966,1.12643668443992,0.233050958009687,4.83343511676577,1.34197030259269e-06,5.15795619715678e-06
"ENSG00000005189.19",170.440119366454,1.45551119933453,0.156258486142538,9.31476577858828,1.2222190563563e-20,1.30580076808961e-19
"ENSG00000005194.14",617.458932185728,-0.512910038202847,0.0853303850693245,-6.01087218563641,1.84527850153244e-09,9.35673766497265e-09
"ENSG00000005206.16",230.534087642866,-0.273489725409711,0.178859484492356,-1.52907588985811,0.12624563157664,0.218665158745661
"ENSG00000005238.19",92.7446328764835,0.578067753409599,0.333872568549157,1.7314023608516,0.0833800258471508,0.153793403959905
"ENSG00000005243.9",15.4390009569646,0.708637657040552,0.603571234792062,1.17407460162459,0.240365145632555,0.375256630345751
"ENSG00000005249.12",238.64892579325,2.16139129841911,0.186550507851026,11.5860917416807,4.84750736104218e-31,8.31877708536347e-30
"ENSG00000005302.17",349.836731599416,0.553803916353137,0.0870343095678055,6.36305290526475,1.97782526394036e-10,1.08775437525573e-09
"ENSG00000005339.14",667.734884065634,-0.733044632676628,0.135455899707221,-5.41168479380416,6.24345184438756e-08,2.73685218945953e-07
"ENSG00000005379.15",56.031750730269,-0.545764289805843,0.212925578667983,-2.56316922194143,0.0103721481291108,0.0236932826335325
"ENSG00000005436.13",297.17906117446,-0.798555059734483,0.0965299387398506,-8.27261542024386,1.31051892312294e-16,1.10041508659474e-15
"ENSG00000005448.16",607.022577070579,0.167229639110809,0.104564602519398,1.59929493424685,0.109755084608156,0.19422220160338
"ENSG00000005469.11",206.334310276753,-0.295639217191402,0.162712179052944,-1.81694584211306,0.0692254063886662,0.130524058088707
"ENSG00000005471.15",9.26815830506082,-0.598722092876186,1.36192868518197,-0.439613394879182,0.660217137530917,0.799599142250875
"ENSG00000005483.20",905.050296532107,-0.187806980453883,0.130084668922831,-1.44372878071661,0.148815282297945,0.25143269678922
"ENSG00000005486.16",640.671213490898,-0.338862406682394,0.119842331929564,-2.82756853297513,0.00469029748592233,0.0114744617389938
"ENSG00000005513.9",2.45429157989482,0,1.80550982597228,0,1,1
