"","MCF7_C-1.sorted.rmdup.count","MCF7_C-2.sorted.rmdup.count","MCF7_C-3.sorted.rmdup.count","MCF7_M300_1.sorted.rmdup.count","MCF7_M300_2.sorted.rmdup.count","MCF7_M300_3.sorted.rmdup.count"
"ENSG00000000003.14",8.58398690243575,8.72561491505122,8.70638951187839,8.34052837670505,8.34656650182062,8.39660949396867
"ENSG00000000419.12",10.7816831374087,10.8590967280443,10.7943894127649,11.0520316923269,11.0074498993441,11.0477988326263
"ENSG00000000457.13",9.08920369135795,9.04152406418629,9.09220586001891,9.15342305000837,9.14551769498061,9.16599718925076
"ENSG00000000460.16",8.79976434165708,8.93580635131286,8.83906135760593,9.29437980442247,9.22253581005992,9.24194443858591
"ENSG00000001036.13",10.3777024571598,10.4938321204042,10.410407618736,10.797094602999,10.7738416887748,10.8264041279608
"ENSG00000001084.10",9.92953150587961,9.94281654225109,9.92998773792799,9.99165912555368,10.0037740925701,10.0081075520527
"ENSG00000001167.14",9.32653983703186,9.12149938847372,9.19011462543528,9.03395927477994,9.20533038455987,9.19758613028058
"ENSG00000001460.17",6.75442339283566,6.79685766046685,6.81728633522199,7.02262872775236,6.96229262816092,7.00690418131069
"ENSG00000001461.16",9.32327730395612,9.3630078409774,9.32928629721359,9.78201643081379,9.73612428748827,9.81547299154082
"ENSG00000001497.16",10.414870036205,10.4908860176498,10.3682631357797,10.3823374797721,10.3344373932523,10.3928916958022
"ENSG00000001561.6",8.48724829719426,8.51638060211797,8.45555302208503,9.09753157936516,9.06314660607016,9.10506378312908
"ENSG00000001617.11",10.4577073394009,10.3743969608813,10.4201174041496,10.751152851177,10.7353447525466,10.7253960696766
"ENSG00000001629.9",11.594376361773,11.6228976570529,11.5763639710143,11.4742194613107,11.5000473324761,11.5221624064198
"ENSG00000001630.15",8.54691301705613,8.65765523083237,8.51531677479954,9.31668582995541,9.40450239281344,9.39584070686819
"ENSG00000001631.15",10.3983601959828,10.3813679116753,10.4732310631734,10.3433175016481,10.3770808681506,10.2878844660583
"ENSG00000002016.17",8.06873751579061,7.95126579218896,7.99617672861778,7.72132953986481,7.60587366101986,7.71997745445262
"ENSG00000002079.14",0.808426675837841,0.704022419656515,0.76970133389103,0.736425514702976,0.804309915154593,0.704492946166074
"ENSG00000002330.13",9.26577910026354,9.50146925237176,9.26621183804943,9.67763004410258,9.67523783492146,9.74524707225367
"ENSG00000002549.12",10.6248116448924,10.7499030851717,10.6246537142509,10.7212863887538,10.7152564533825,10.655744126219
"ENSG00000002587.9",3.71843823703358,3.63182243257241,3.61113932897703,3.40059474049942,3.49679234916337,3.46722235933117
"ENSG00000002726.20",2.17605908737152,2.22438191609203,2.1979742252445,2.04416972152754,2.11363875510562,2.08049963828218
"ENSG00000002822.15",9.99557194472602,10.0376649602141,10.0453310754717,10.0496400635297,10.1376518553024,10.1150920994904
"ENSG00000002834.17",11.6937681635523,11.6988091938647,11.6621126596334,12.3599179653802,12.378751911462,12.3900557174785
"ENSG00000002919.14",9.11014344475318,9.1909040442036,9.08894727803615,9.24434343049732,9.18692349181146,9.26476507357727
"ENSG00000003056.7",10.8220099880535,10.8744993984247,10.8252121369237,10.5695926861009,10.6200116203375,10.5797309906299
"ENSG00000003096.14",5.36670099499459,5.39799096417231,5.26447095591383,5.88185365091536,5.73190073134403,5.86079511039047
"ENSG00000003137.8",7.42378003190078,7.23385765501392,7.32516980037462,7.71804837918609,7.79333606322708,7.73616492482903
"ENSG00000003147.17",10.7990052174501,10.77595961153,10.8282614645864,10.9781874297901,10.9618036321439,10.9498731126349
"ENSG00000003249.13",10.7959443130343,10.7887239455221,10.8049365491866,11.1794780359352,11.2101163495835,11.1979294588777
"ENSG00000003393.14",9.24331230032941,9.25907892707919,9.20276292789404,9.49872802782598,9.5421932435629,9.47674221801569
"ENSG00000003400.14",2.58611014171213,2.57134051716788,2.54546354031845,2.51262659128743,2.39945470848036,2.33010273645263
"ENSG00000003402.19",9.62477659499931,9.62449307488954,9.53974506370183,9.24421045527811,9.26450690905465,9.23235310029243
"ENSG00000003436.15",8.50573116487915,8.53965715192692,8.48407017716993,5.93249411131135,5.94476938124598,5.96082099004805
"ENSG00000003509.15",8.80800335335343,8.76476509534923,8.78454560978094,8.86849238048932,8.83442682962948,8.81406905558363
"ENSG00000003756.16",10.3782086895938,10.3596485076781,10.4173562736987,10.217374777193,10.1579605072347,10.1513477765414
"ENSG00000003987.13",6.63216526640855,6.60967321297727,6.72737937956645,7.5759642440502,7.46798067311815,7.49054492979136
"ENSG00000003989.17",14.5557789079268,14.731104653721,14.6508082462748,14.491372126911,14.5338283290124,14.5464375637784
"ENSG00000004059.10",11.0329586014054,11.1416455105088,11.1016905764456,11.0797480854768,11.1940454101362,11.1164317824432
"ENSG00000004139.13",8.42951123032389,8.34210339017598,8.39798779063153,8.53215026445009,8.50071775838365,8.5286299912907
"ENSG00000004142.11",10.9064988360195,10.9908349243902,10.9489291314219,10.9411227737346,10.9988894732025,10.9034169257006
"ENSG00000004399.12",11.5939110518684,11.5523684757891,11.5114937064802,11.3202956763838,11.4516333503723,11.4021671170691
"ENSG00000004455.16",10.9278549559971,10.921682473974,10.9927125380304,11.1422833717882,11.1065127568242,11.1107041470328
"ENSG00000004478.7",12.6637939469454,12.7630334346802,12.7011411859335,12.7590788372052,12.7792168881948,12.7756115670961
"ENSG00000004487.15",11.5568554716065,11.6132391838035,11.5694259716086,11.7825350784165,11.8183791850404,11.7857067177562
"ENSG00000004534.14",10.3616047592432,10.148474050737,10.3717262926819,10.2067819159631,10.1792187268717,10.1769591048321
"ENSG00000004660.14",7.59140649893057,7.44605303615992,7.58734909442832,7.95115631966825,7.93051462703326,7.86485088371399
"ENSG00000004700.15",9.8815532861188,9.9405302667,9.83736424306808,9.4296343706891,9.45086300562307,9.44788033832773
"ENSG00000004766.15",9.95570113207039,9.98661709761128,9.96059702886894,10.3906529318518,10.3877266946001,10.3717980374573
"ENSG00000004776.12",0.285533862754229,0.266092179984234,0.266341515957482,0.29717619861742,0.267767864765143,0.233029214918811
"ENSG00000004777.18",7.57630658169069,7.40125991497805,7.52295396055047,7.29994441641545,7.19882463219235,7.27724957953185
"ENSG00000004779.9",10.3859561622578,10.502071589781,10.4497906802741,10.576522340081,10.5290931948473,10.5451846104257
"ENSG00000004799.7",5.35821373195256,5.25120170510557,5.13343140573404,5.92944340671882,6.04526354042273,5.9310195751116
"ENSG00000004838.13",4.73416140602163,4.90984634276507,4.84949235573402,4.7324329932592,4.64462562020742,4.64044276118904
"ENSG00000004848.7",3.83984661504564,3.78412219446531,3.82918529458026,3.47941549337646,3.49231592976221,3.51988969202413
"ENSG00000004864.13",10.297419618853,10.3399996129129,10.314096388366,10.5817831670571,10.634117860336,10.6654680016088
"ENSG00000004866.20",8.14846417419292,8.06598501623413,8.13985444598021,8.47681578208399,8.41925083968252,8.37914826664376
"ENSG00000004897.11",11.4629505648855,11.4861767084405,11.4510870655315,11.2536403774236,11.2290667469968,11.2307869796068
"ENSG00000004939.13",-0.0131450374384123,0.0049413745570762,-0.0288949292665084,0.0365032199175504,0.00656891086235017,0.00621490633025012
"ENSG00000004948.13",10.3734632362967,10.3855888293893,10.3726357071919,10.6656678241828,10.6515210840542,10.657986891818
"ENSG00000004961.14",8.83732154606243,8.79797063475942,8.8677240947903,9.07219804421066,9.20800322111634,9.08159464997998
"ENSG00000004975.11",10.4023527641026,10.3821605177559,10.396628441095,10.7408223032501,10.7252098774733,10.7158574406305
"ENSG00000005001.9",8.32912868228487,8.24830868171436,8.2117799823368,8.53967762180784,8.52429237777907,8.51236073178584
"ENSG00000005007.12",11.6114105013966,11.6215460287479,11.644073572575,11.6024349639052,11.608132546395,11.5935235325396
"ENSG00000005020.12",9.8154795684031,9.79989256309697,9.78088909364138,9.72666566725022,9.73106824886109,9.77571921819717
"ENSG00000005022.5",12.9233784824227,13.1368956994234,13.0674711330201,12.1606165682553,12.1887236495826,12.214960269564
"ENSG00000005059.15",8.59064970316113,8.71267946451823,8.63199761297865,9.12096956784062,9.00627206885719,9.07166843013273
"ENSG00000005073.5",3.12193104779687,3.05831514644523,3.09568692156258,3.49662776258304,3.65816922796189,3.71607507745655
"ENSG00000005075.15",10.2006757916006,10.3157033255534,10.2981463344878,10.2085384484327,10.2723322966614,10.3260194830701
"ENSG00000005100.12",9.22709656871387,9.05876367921268,9.12045152248737,9.14310138034755,9.3834422499773,9.3547175670328
"ENSG00000005108.15",-0.343043647101212,-0.381281296799367,-0.38106024253368,-0.413960117245532,-0.4135824954045,-0.413640441677829
"ENSG00000005156.11",9.687787133803,9.74790888983327,9.67551601137543,9.22317003850294,9.24815028009204,9.34697036645204
"ENSG00000005175.9",9.82180876655967,9.86745795245685,9.78052515569217,9.86092857707237,9.81933726496985,9.85725045850672
"ENSG00000005187.11",4.70326594408759,4.90991907689519,4.86474254262463,4.74663192655289,4.75800271933884,4.80952937696665
"ENSG00000005189.19",8.68521756385142,8.66531045959931,8.76172748378669,8.57449772222965,8.67960414896383,8.59233723055286
"ENSG00000005194.14",9.20755212250169,9.27595621421784,9.24410801204145,9.5700683765108,9.58861169200837,9.52107565463063
"ENSG00000005206.16",9.00419390247795,8.85478657474893,9.0596787882716,8.92867919445782,8.75326593985191,8.75145588566837
"ENSG00000005238.19",7.11275238935358,7.1916976461285,7.21787787302988,8.21824817087644,8.00295955255078,8.2054671153478
