"","Hut78_c1.sorted.rmdup.count","Hut78_c2.sorted.rmdup.count","Hut78_c3.sorted.rmdup.count","HuT78_Dp_1.sorted.rmdup.count","HuT78_Dp_2.sorted.rmdup.count","HuT78_Dp_3.sorted.rmdup.count","HuT78_DpVp50_1.sorted.rmdup.count","HuT78_DpVp50_2.sorted.rmdup.count","HuT78_DpVp50_3.sorted.rmdup.count"
"ENSG00000000419.12",560.804420529299,444.84082251662,460.988614431503,1192.01260339197,949.695947106497,1104.39052434453,558.733882322533,562.028879921225,582.385814995023
"ENSG00000000457.13",144.18010143825,213.523594807978,173.126835197609,157.468823621522,152.376588528281,134.346356888655,177.6892205266,209.69817032355,173.434692790396
"ENSG00000000460.16",237.803543930621,248.122325448159,290.935036663438,241.041662973726,217.343351079099,263.40348712815,257.649369763571,275.819215020164,308.437834337466
"ENSG00000000938.12",14.9797507987793,6.91974612803631,1.02441914318112,13.1957114766638,5.9060693228016,19.0412159369747,28.6277077515079,23.6146588202195,14.7813658628179
"ENSG00000000971.15",0,0,0,0,0,0,372.160200769602,411.839649824629,393.184331950955
"ENSG00000001036.13",78.6436916935911,71.1745316026592,57.3674720181426,38.7074203315473,31.8927743431286,32.7932052247897,3.94864934503557,0,3.94169756341809
"ENSG00000001084.10",1032.66657069085,1025.11096211052,863.585337701683,1034.54377977045,978.045079855945,1015.53151663865,915.099485711992,921.916280341371,875.056859078817
"ENSG00000001167.14",401.644568292269,437.921076388584,431.280459279251,552.460453822993,511.465603354618,497.187305021005,413.621018892475,456.235208406642,448.368097838808
"ENSG00000001460.17",127.327881789624,133.452246754986,121.905878038553,219.04881051262,177.182079684048,200.990612668066,128.331103713656,109.572016925819,78.8339512683619
"ENSG00000001461.16",860.399436504884,914.395024061941,996.759826315228,1621.31308343276,1476.5173307004,1615.32981865335,411.646694219958,432.620549586422,508.478985680934
"ENSG00000001497.16",1234.89320647437,1076.51479049022,1125.83663835605,1161.22260994642,957.964444158419,976.391239434868,712.73120677892,681.99134672794,642.496702837149
"ENSG00000001561.6",471.862150161547,482.405158640245,472.257225006496,704.650992853849,620.137278894168,616.723827292013,650.539979594609,648.930824379633,679.942829689621
"ENSG00000001617.11",13.1072819489319,14.8280274172207,9.21977228863007,46.6248472175456,55.517051634335,48.6608851722686,62.1912271843102,50.0630766988654,43.358673197599
"ENSG00000001626.14",4.68117212461852,1.97707032229609,2.04883828636224,7.9174268859983,1.18121386456032,8.46276263865541,241.854772383428,227.645311026916,310.408683119175
"ENSG00000001629.9",486.841900960326,439.89814671088,435.378135851975,637.792721372086,546.902019291428,580.757086077728,447.184538325278,448.678517584171,415.849092940609
"ENSG00000001630.15",32.7682048723296,44.484082251662,39.9523465840636,39.5871344299915,47.2485545824128,58.181493140756,41.4608181228734,50.0630766988654,55.1837658878533
"ENSG00000001631.15",602.934969650865,629.696897651304,537.820050170087,487.361610538118,318.927743431286,353.320340163863,302.071674895221,321.159359954986,325.190048981993
"ENSG00000002016.17",160.096086661953,164.096836750575,219.225696640759,155.709395424633,179.544507413169,180.891551401259,139.189889412504,160.579679977493,154.71162936416
"ENSG00000002330.13",85.197332668057,123.566895143506,111.661686606742,170.664535098186,240.967628370305,194.643540689074,145.112863430057,157.745920919067,171.463844008687
"ENSG00000002549.12",895.976344651985,748.321116989069,909.684199144833,997.595787635786,813.85635268206,1008.12659932983,1052.31505045198,1076.82844220201,1085.93767872168
"ENSG00000002726.20",10.2985786741607,7.90828128918435,3.07325742954336,4.39857049222128,3.54364159368096,4.23138131932771,0,0,0
"ENSG00000002746.14",36.5131425720244,29.6560548344413,18.4395445772601,28.1508511502162,34.2552020722493,31.7353598949578,23.6918960702134,22.6700724674108,19.7084878170905
"ENSG00000002822.15",225.632496406613,225.386016741754,213.079181781673,205.853099035956,176.000865819488,215.800447285713,241.854772383428,252.204556199945,219.749639160559
"ENSG00000002834.17",4331.02044969705,4177.54959101163,4084.35912386312,4156.64911514911,3831.85777663368,3608.3104200567,1848.9550558129,1860.8351150333,1942.27147437427
"ENSG00000002919.14",517.737636982808,404.31088090955,437.426974138338,426.661337745464,502.015892438136,505.650067659661,196.445304915519,201.196893148271,187.230634262359
"ENSG00000003056.7",1387.49941773693,1293.99252594279,1325.59837127637,2219.51867037486,1980.89565086766,2111.45927834453,2394.85582776407,2468.20413988935,2497.06540642536
"ENSG00000003137.8",0,0.988535161148044,1.02441914318112,1.75942819688851,4.72485545824128,2.11569065966385,1.97432467251778,0.944586352808782,0.985424390854523
"ENSG00000003147.17",22.4696261981689,9.88535161148044,24.5860594363468,29.0305652486605,30.7115604785683,21.1569065966385,58.2425778392746,51.952249404483,54.1983414969988
"ENSG00000003249.13",0.936234424923704,0,0,3.51885639377702,10.6309247810429,10.5784532983193,0,0,0
"ENSG00000003393.14",135.753991613937,188.810215779276,155.71170976353,389.713345610805,361.451442555458,378.70862807983,155.971649128905,136.965021157273,149.784507409888
"ENSG00000003400.14",123.582944089929,118.624219337765,136.247746043089,190.897959362404,178.363293548608,214.742601955881,166.830434827753,141.687952921317,174.420117181251
"ENSG00000003402.19",332.363220847915,286.675196732933,317.569934386147,91.4902662382026,87.4098259774637,92.0325436953776,431.389940945136,425.063858763952,384.315512433264
"ENSG00000003436.15",3.74493769969482,0.988535161148044,1.02441914318112,5.27828459066554,2.36242772912064,5.28922664915963,95.7547466171125,108.62743057301,115.294653729979
"ENSG00000003509.15",196.609229233978,154.211485139095,194.639637204413,335.171071507262,243.330056099426,295.138847023108,124.38245436862,136.965021157273,137.959414719633
"ENSG00000003756.16",552.378310704985,516.015354119279,557.284013890528,239.282234776838,257.50462247415,251.767188499999,392.890609831039,431.675963233613,325.190048981993
"ENSG00000004059.10",710.601928517091,658.364417324597,622.84683905412,683.537854491187,709.909532600752,684.425928401256,717.667018460214,743.389459660511,658.263493090822
"ENSG00000004139.13",187.246884984741,208.580919002237,195.664056347594,203.213956740623,231.517917453823,178.775860741596,496.542655138222,493.074076166184,467.091161265044
"ENSG00000004142.11",1700.20171566145,1659.75053556757,1748.68347741017,1174.41832142308,1180.03265069576,1333.94296091806,1496.53810176848,1657.74904917941,1606.24175709287
"ENSG00000004399.12",50.55665894588,85.0140238587318,79.9046931681272,95.8888367304239,83.8661843837827,87.8011623760499,268.508155462418,233.312829143769,226.64760989654
"ENSG00000004455.16",3858.22206511058,3598.26798657888,3486.09834424535,3430.8849839326,3357.00980308043,3247.58516258401,4170.76087069382,4413.10744032263,4129.91362207131
"ENSG00000004468.12",3.74493769969482,0,0,11.4362832797753,7.08728318736192,3.17353598949578,1205.32521257211,1183.5667000694,976.555571336833
"ENSG00000004478.7",2907.0078893881,2731.32265025205,2939.05852178663,2193.12724742153,2104.92310664649,2411.88735201679,3218.14921620399,3301.32930306669,3376.0639630676
"ENSG00000004487.15",1600.02463219461,1571.77090622539,1652.38807795114,1829.80532476405,1709.21646201878,1881.906841771,1736.41854947939,1708.75671223109,1838.80191333454
"ENSG00000004534.14",658.172800721364,643.536389907377,617.724743338214,704.650992853849,650.848839372736,638.938579218484,631.783895205691,621.537820148178,553.808507660242
