"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000938.12",14.2322939156647,-1.53103457911773,0.595312245743916,-2.571817714256,0.0101166142484099,0.0223393520912425
"ENSG00000000971.15",130.798242505021,-11.0846220339474,1.18704589632827,-9.33798943093433,9.81807190415388e-21,1.30546597911823e-19
"ENSG00000001036.13",35.3854935691458,4.73513909771405,0.574462874815671,8.24272430004014,1.68333149396667e-16,1.66645329018716e-15
"ENSG00000001461.16",981.940083239542,1.03448930229445,0.0972200303968015,10.6407012842128,1.92673674384275e-26,3.4488030317463e-25
"ENSG00000001497.16",952.22690946715,0.754955857941437,0.0955858733906663,7.8981949022517,2.82971434538155e-15,2.53867364325628e-14
"ENSG00000001561.6",594.161140723576,-0.472514405161856,0.0932105922350315,-5.06932091977707,3.99237575298915e-07,1.72140484847816e-06
"ENSG00000001617.11",38.1745380844118,-2.06208468188621,0.347778881595153,-5.92929815757665,3.04232226173173e-09,1.65946476115969e-08
"ENSG00000001626.14",89.5752500724456,-6.46499403329351,0.517868682612817,-12.4838482232127,9.145723023417e-36,2.51500608534321e-34
"ENSG00000001631.15",430.942521715303,0.900720611193409,0.134774818222165,6.68315211309462,2.33856607181497e-11,1.54533511659058e-10
"ENSG00000002330.13",155.669360770409,-0.568116337834047,0.180328734712328,-3.1504482008391,0.00163020161514025,0.00419808579082039
"ENSG00000002549.12",954.293507978804,-0.332096623857196,0.0993020785111135,-3.34430687490624,0.000824884386037186,0.00223069696585406
"ENSG00000002726.20",3.71707897756871,5.31543144001247,1.4240567979931,3.73259791849834,0.00018951498687196,0.000565195563354326
"ENSG00000002834.17",3315.75645795908,1.15588761292251,0.0696755956854319,16.5895619772101,8.2922911166411e-62,5.76485047592105e-60
"ENSG00000002919.14",375.408402466678,1.21752012995134,0.12679002968367,9.60264882805804,7.7915837679762e-22,1.09982796883022e-20
"ENSG00000003056.7",1964.34325429132,-0.876969553896406,0.0704356314970707,-12.4506522516644,1.3870694036056e-35,3.75865434594556e-34
"ENSG00000003147.17",33.5814709234022,-1.52944466651097,0.340644333414192,-4.48985794415465,7.12706882477087e-06,2.61344629643218e-05
"ENSG00000003402.19",272.034477780043,-0.405432190504988,0.11838997832305,-3.42454822821818,0.000615822530618967,0.0016992564015682
"ENSG00000003436.15",37.5960735436746,-5.76476849871446,0.64202448705952,-8.9790477075371,2.73120336740022e-19,3.30270989613569e-18
"ENSG00000003509.15",202.045246272534,0.450007013366331,0.160925137518535,2.79637488776109,0.00516794158015827,0.01212121956165
"ENSG00000003756.16",391.554260723603,0.499055551802616,0.114356771930392,4.36402272797965,1.27692301996192e-05,4.52332921689563e-05
"ENSG00000004139.13",295.745276426674,-1.3008227669107,0.122401644972129,-10.6274941583252,2.21997190515258e-26,3.96603642959019e-25
"ENSG00000004399.12",134.611128218414,-1.76160041800397,0.186588826179927,-9.44108205228361,3.68949394032053e-21,5.02084945162974e-20
"ENSG00000004455.16",3743.53891984662,-0.216303718127276,0.0646307628119152,-3.34676102704762,0.000817616618851042,0.00221200986432197
